"station_id","year","month","day","latitude","longitude","time","precipitation"
10008,2010,1,1,-85.24819955743311,31.57020016093341,25568,0
10008,2010,1,2,-85.24819955743311,31.57020016093341,25569,0
10008,2010,1,3,-85.24819955743311,31.57020016093341,25570,0
10008,2010,1,4,-85.24819955743311,31.57020016093341,25571,0
10008,2010,1,5,-85.24819955743311,31.57020016093341,25572,0
10008,2010,1,6,-85.24819955743311,31.57020016093341,25573,0
10008,2010,1,7,-85.24819955743311,31.57020016093341,25574,0
10008,2010,1,8,-85.24819955743311,31.57020016093341,25575,0
10008,2010,1,9,-85.24819955743311,31.57020016093341,25576,0
10008,2010,1,10,-85.24819955743311,31.57020016093341,25577,0
10008,2010,1,11,-85.24819955743311,31.57020016093341,25578,0
10008,2010,1,12,-85.24819955743311,31.57020016093341,25579,0
10008,2010,1,13,-85.24819955743311,31.57020016093341,25580,0
10008,2010,1,14,-85.24819955743311,31.57020016093341,25581,0
10063,2010,1,1,-87.18140012070006,34.2552997384832,25568,0
10063,2010,1,2,-87.18140012070006,34.2552997384832,25569,0
10063,2010,1,3,-87.18140012070006,34.2552997384832,25570,0
10063,2010,1,4,-87.18140012070006,34.2552997384832,25571,0
10063,2010,1,5,-87.18140012070006,34.2552997384832,25572,0
10063,2010,1,6,-87.18140012070006,34.2552997384832,25573,0
10063,2010,1,7,-87.18140012070006,34.2552997384832,25574,0
10063,2010,1,8,-87.18140012070006,34.2552997384832,25575,0
10063,2010,1,9,-87.18140012070006,34.2552997384832,25576,0
10063,2010,1,10,-87.18140012070006,34.2552997384832,25577,0
10063,2010,1,11,-87.18140012070006,34.2552997384832,25578,0
10063,2010,1,12,-87.18140012070006,34.2552997384832,25579,0
10063,2010,1,13,-87.18140012070006,34.2552997384832,25580,0
10063,2010,1,14,-87.18140012070006,34.2552997384832,25581,0
10063,2010,1,15,-87.18140012070006,34.2552997384832,25582,0
10063,2010,1,16,-87.18140012070006,34.2552997384832,25583,90
10063,2010,1,17,-87.18140012070006,34.2552997384832,25584,90
10063,2010,1,18,-87.18140012070006,34.2552997384832,25585,10
10063,2010,1,19,-87.18140012070006,34.2552997384832,25586,0
10063,2010,1,20,-87.18140012070006,34.2552997384832,25587,0
10063,2010,1,21,-87.18140012070006,34.2552997384832,25588,80
10063,2010,1,22,-87.18140012070006,34.2552997384832,25589,0
10063,2010,1,23,-87.18140012070006,34.2552997384832,25590,0
10063,2010,1,24,-87.18140012070006,34.2552997384832,25591,160
10063,2010,1,25,-87.18140012070006,34.2552997384832,25592,0
10063,2010,1,26,-87.18140012070006,34.2552997384832,25593,0
10063,2010,1,27,-87.18140012070006,34.2552997384832,25594,0
10063,2010,1,28,-87.18140012070006,34.2552997384832,25595,0
10063,2010,1,29,-87.18140012070006,34.2552997384832,25596,110
10063,2010,1,30,-87.18140012070006,34.2552997384832,25597,20
10063,2010,1,31,-87.18140012070006,34.2552997384832,25598,0
10140,2010,1,1,-87.41040032186683,32.232199758599876,25568,0
10140,2010,1,2,-87.41040032186683,32.232199758599876,25569,0
10140,2010,1,3,-87.41040032186683,32.232199758599876,25570,0
10140,2010,1,4,-87.41040032186683,32.232199758599876,25571,0
10140,2010,1,5,-87.41040032186683,32.232199758599876,25572,0
10140,2010,1,6,-87.41040032186683,32.232199758599876,25573,0
10140,2010,1,7,-87.41040032186683,32.232199758599876,25574,30
10140,2010,1,8,-87.41040032186683,32.232199758599876,25575,0
10140,2010,1,9,-87.41040032186683,32.232199758599876,25576,0
10140,2010,1,10,-87.41040032186683,32.232199758599876,25577,0
10140,2010,1,11,-87.41040032186683,32.232199758599876,25578,0
10140,2010,1,12,-87.41040032186683,32.232199758599876,25579,0
10140,2010,1,13,-87.41040032186683,32.232199758599876,25580,0
10140,2010,1,14,-87.41040032186683,32.232199758599876,25581,0
10140,2010,1,15,-87.41040032186683,32.232199758599876,25582,0
10140,2010,1,16,-87.41040032186683,32.232199758599876,25583,80
10140,2010,1,17,-87.41040032186683,32.232199758599876,25584,0
10140,2010,1,18,-87.41040032186683,32.232199758599876,25585,0
10140,2010,1,19,-87.41040032186683,32.232199758599876,25586,0
10140,2010,1,20,-87.41040032186683,32.232199758599876,25587,160
10140,2010,1,21,-87.41040032186683,32.232199758599876,25588,110
10140,2010,1,22,-87.41040032186683,32.232199758599876,25589,0
10140,2010,1,23,-87.41040032186683,32.232199758599876,25590,0
10140,2010,1,24,-87.41040032186683,32.232199758599876,25591,160
10140,2010,1,25,-87.41040032186683,32.232199758599876,25592,0
10140,2010,1,26,-87.41040032186683,32.232199758599876,25593,0
10140,2010,1,27,-87.41040032186683,32.232199758599876,25594,0
10140,2010,1,28,-87.41040032186683,32.232199758599876,25595,0
10140,2010,1,29,-87.41040032186683,32.232199758599876,25596,50
10140,2010,1,30,-87.41040032186683,32.232199758599876,25597,0
10140,2010,1,31,-87.41040032186683,32.232199758599876,25598,0
10252,2010,1,1,-86.5226000804667,31.30710018105009,25568,0
10252,2010,1,2,-86.5226000804667,31.30710018105009,25569,0
10252,2010,1,3,-86.5226000804667,31.30710018105009,25570,0
10252,2010,1,4,-86.5226000804667,31.30710018105009,25571,0
10252,2010,1,5,-86.5226000804667,31.30710018105009,25572,10
